idindicador,idunidad,iddepto,nomdepto,2005,2006,2007,2008,2009,2010
ttdiesti,20,52,narino,25.49,24.92,24.35,23.79,23.22,22.66
caelacex,5,18,caqueta,NA,NA,NA,NA,NA,0.5
pcrparin,1,66,risaralda,69.95,67.58,73.06,67.1,74.81,61.09
pcrparin,1,25,cundinamarca,97.22,97.59,95.51,98.63,92.27,97.79
pcrparin,1,13,bolivar,97,96.92,97.93,97.59,96.67,99.37
ttdiesti,20,15,boyaca,22.71,21.81,20.9,19.99,19.08,18.17
pcrparin,1,20,cesar,95.82,99.25,97.2,95.41,96.15,99.59
ttdiesti,20,5,antioquia,17.38,17.19,17,16.8,16.61,16.42
pcrparin,1,25,cundinamarca,97.87,90,92.68,97.56,98.46,98.36
pcrparin,1,25,cundinamarca,97.8,96.77,100,98.73,97.53,98.99
ttdiesti,20,68,santander,20.72,20.1,19.48,18.86,18.24,17.61
ttdiesti,20,15,boyaca,22.86,22.17,21.49,20.8,20.12,19.43
pcrparin,1,25,cundinamarca,98.15,98.02,96.58,96.63,96.74,96.81
pcrparin,1,25,cundinamarca,99.18,99.24,100,100,98.15,98.36
pcrparin,1,25,cundinamarca,99.58,99.64,99.71,99.58,99.87,99.76
pbepredg,1,54,n.santander,NA,NA,NA,NA,NA,2.9
ttdiesti,20,68,santander,22.15,21.6,21.05,20.51,19.96,19.41
pcrparin,1,25,cundinamarca,97.92,95.65,96.1,95.71,98.72,96.88
ttdiesti,20,15,boyaca,25.22,24.47,23.71,22.95,22.2,21.44
ttdiesti,20,44,la guajira,27.32,26.23,25.13,24.04,22.95,21.85
pcrrncpn,1,70,sucre,77.91,77.67,79.46,81.17,82.1,83.18
ttdiesti,20,76,valle del cauca,14.55,14.12,13.68,13.24,12.81,12.37
ttdiesti,20,76,valle del cauca,30.69,30.69,30.69,30.69,30.69,30.69
ttdiesti,20,5,antioquia,16.02,15.84,15.66,15.48,15.3,15.13
ttdiesti,20,25,cundinamarca,26.03,26.03,26.03,26.03,26.03,26.03
pcrparin,1,15,boyaca,97.3,100,96.97,100,100,94.12
ttdiesti,20,8,atlantico,15.59,15.42,15.24,15.07,14.9,14.72
ttdiesti,20,19,cauca,36.24,35.43,34.63,33.82,33.02,32.21
pcrparin,1,54,n.santander,100,97.39,95.35,100,97.27,98.94
pcrparin,1,5,antioquia,99.69,99.85,99.84,99.64,99.83,99.63
ttdiesti,20,52,narino,24.91,24.36,23.81,23.25,22.7,22.15
caelacex,5,44,la guajira,NA,NA,NA,NA,NA,1.1
ttdiesti,20,19,cauca,40.78,39.68,38.59,37.49,36.4,35.3
pcrparin,1,15,boyaca,92.52,97.35,98.28,98.97,98.1,100
pcrperca,1,54,n.santander,96.58960642,96.13119507,98.0062477,98.70460328,98.43950799,99.06482256
ttdiesti,20,76,valle del cauca,16.57,15.9,15.24,14.58,13.91,13.25
ptrldeng,1,91,amazonas,NA,NA,0,NA,0,0
pcrparin,1,76,valle del cauca,99.52,99.52,100,100,99.02,99.11
pcrparin,1,25,cundinamarca,98.31,100,100,100,100,98.39
pcrparin,1,20,cesar,98.14,97.91,97.68,98.58,99.59,99.68
ttdiesti,20,25,cundinamarca,15.13,14.8,14.46,14.12,13.79,13.45
ttdnesti,20,54,n.santander,28.9742118,26.40470949,23.83520718,21.26570486,18.69620255,16.12670024
ttdiesti,20,17,caldas,13.47,13.06,12.66,12.25,11.85,11.45
pbrmivih,1,11,bogota,NA,NA,NA,14.3,NA,2.6
pbepredc,1,50,meta,NA,NA,NA,NA,NA,7.7
pcrparin,1,25,cundinamarca,100,94.83,100,100,100,97.14
ttdiesti,20,23,cordoba,32.43,31.2,29.97,28.74,27.51,26.28
ttdiesti,20,13,bolivar,22.85,22.34,21.83,21.32,20.82,20.31
ctrmormt,17,86,putumayo,3,5,7,4,6,10
caelacex,5,66,risaralda,NA,NA,NA,NA,NA,2.1
pcrrncpn,1,17,caldas,86.14,87.03,88.21,88.96,90.28,90.81
pcrparin,1,85,casanare,97.01869631,97.62728621,97.2327044,97.73472895,97.69706048,98.09862421
pbretaia,1,86,putumayo,NA,NA,NA,NA,NA,66.66666667
pcrparin,1,5,antioquia,98.48,97.81,100,100,98.32,100
ttdiesti,20,44,la guajira,27.79,26.68,25.57,24.46,23.35,22.23
rgrtgfec,3,86,putumayo,NA,NA,NA,NA,NA,NA
pcrparin,1,41,huila,94.76,97.96,97.13,97.71,99.4,97.77
ttdiesti,20,68,santander,21.38,20.53,19.67,18.82,17.96,17.11
ttdiesti,20,15,boyaca,22.61,21.7,20.8,19.89,18.99,18.08
pbepredg,1,76,valle del cauca,NA,NA,NA,NA,NA,1.8
pcrparin,1,25,cundinamarca,97.69,97.91,99.35,98.78,97.42,99.29
pbepredc,1,70,sucre,11,NA,NA,NA,NA,14.3
pgeembar,1,23,cordoba,19.7,NA,NA,NA,NA,17.7
ttdiesti,20,18,caqueta,29.64,28.98,28.32,27.67,27.01,26.35
ttdiesti,20,25,cundinamarca,14.76,14.43,14.1,13.77,13.45,13.12
ttdiesti,20,23,cordoba,23.23,22.71,22.2,21.68,21.17,20.65
pcrparin,1,68,santander,100,98.15,100,100,98.97,100
pcrparin,1,70,sucre,98.15,99.13,100,98.63,97.65,97.24
ctrmormt,17,170,colombia,505,510,511,432,471,469
pcrparin,1,47,magdalena,99,97.46,95.19,94.41,91.79,94
caelacex,5,8,atlantico,NA,NA,NA,NA,NA,0.5
ttdiesti,20,20,cesar,25.44,25.16,24.88,24.59,24.31,24.03
rgrtgfec,3,25,cundinamarca,NA,NA,NA,NA,NA,NA
ttdiesti,20,25,cundinamarca,17.29,17.1,16.9,16.71,16.52,16.33
pcrparin,1,15,boyaca,97.96,97.62,100,100,97.5,97.44
ttdiesti,20,25,cundinamarca,18.76,18.76,18.76,18.76,18.76,18.76
pcrparin,1,68,santander,99.7,99.36,99.69,99.68,100,100
pbepredg,1,25,cundinamarca,NA,NA,NA,NA,NA,2.5
ttdiesti,20,13,bolivar,35.56,34.35,33.14,31.93,30.72,29.51
pcrparin,1,5,antioquia,98.89,98.86,99.55,99.05,97.53,95.87
pcrparin,1,66,risaralda,95.92,96.73,96.7,97.59,98.58,97.89
pcrparin,1,15,boyaca,88.55,95.87,96.55,97.41,92.98,99.09
pcrparin,1,70,sucre,99.51,99.75,98.61,99.24,98.17,97.69
ttdiesti,20,25,cundinamarca,20.3,20.07,19.85,19.62,19.39,19.17
pcrparin,1,70,sucre,98.45,99.46,99.74,99.15,100,99.71
pcrperca,1,41,huila,90.65778757,93.88708755,95.16090584,95.61663829,96.19480192,96.75935829
ttdiesti,20,54,n.santander,30.97,30.63,30.3,29.96,29.62,29.28
pcrparin,1,47,magdalena,99.5,98.54,97.74,98.21,99.42,99.38
pbepredc,1,99,vichada,NA,NA,NA,NA,NA,15.9
rgrtgfec,3,70,sucre,NA,NA,NA,NA,NA,NA
ttdiesti,20,76,valle del cauca,16.69,16.02,15.35,14.68,14.02,13.35
pcrparin,1,50,meta,98.45,99.01,97.88,98.97,98.82,99.19
pcrparin,1,50,meta,92.71,96.56,96.92,99.29,99.76,99.75
ttdiesti,20,73,tolima,25.64,25.34,25.03,24.73,24.42,24.12
igrtgfec,2,17,caldas,NA,NA,NA,NA,NA,NA
ttdiesti,20,5,antioquia,13.3,13.16,13.01,12.86,12.71,12.57
ttdiesti,20,5,antioquia,14,13.94,13.87,13.81,13.75,13.69
pcrperca,1,23,cordoba,97.75438596,98.41760102,99.27733026,98.92100046,99.25182199,99.33920705
caelacex,5,5,antioquia,NA,NA,NA,NA,NA,0.6
pcrparin,1,54,n.santander,95.65,92.78,94.83,97.74,99.29,97.69
pcrparin,1,81,arauca,73.07,70.06,86.7,82.57,85.85,85.39
pcrparin,1,44,la guajira,96.88,91.67,100,96.15,100,100
ttdiesti,20,13,bolivar,26.49,26.49,26.49,26.49,26.49,26.49
pcrparin,1,13,bolivar,90.28,91.41,91.79,80.18,93.36,94.44
pcrparin,1,13,bolivar,63.89,74.73,87.1,98,95.7,97.47
pcrparin,1,52,narino,92.94,90.06,92.28,92.31,90.87,95.35
pcrparin,1,25,cundinamarca,99.36,98.7,100,99.25,99.12,100
ttdiesti,20,91,amazonas,56.49,56.49,56.49,56.49,56.49,56.49
ttdiesti,20,5,antioquia,15.42,15.25,15.08,14.91,14.74,14.57
pcrparin,1,15,boyaca,97.22,92.52,90.98,98.89,99.05,100
pcrparin,1,70,sucre,92.6,91.51,89.55,94.98,93.77,94.64
ttdiesti,20,54,n.santander,15.59,15.24,14.89,14.55,14.2,13.85
pcrparin,1,76,valle del cauca,99.64,99.84,99.76,99.72,99.94,99.93
pcrparin,1,5,antioquia,98.76,98.62,98.62,98.89,99.47,99.4
ttdiesti,20,85,casanare,39.07,39.07,39.07,39.07,39.07,39.07
ttdiesti,20,73,tolima,14.97,14.79,14.61,14.44,14.26,14.08
pcrparin,1,68,santander,96.67,98.73,100,100,100,97.1
ttdiesti,20,47,magdalena,18.63,18.22,17.8,17.39,16.97,16.56
cgrnacim,17,44,la guajira,20873,20972,20975,20555,19815,18700
ptrldeng,1,54,n.santander,NA,NA,0.59,0.12,0,1.7
igrtgfec,2,170,colombia,NA,NA,NA,NA,NA,NA
caelacex,5,47,magdalena,NA,NA,NA,NA,NA,0.6
pcrparin,1,23,cordoba,99.59,99.53,99.67,99.24,99.42,99.8
pgeembar,1,95,guaviare,29.9,NA,NA,NA,NA,23.3
pcrparin,1,15,boyaca,98.28,99.43,99.25,97.9,100,97.56
ttdiesti,20,85,casanare,42.14,42.14,42.14,42.14,42.14,42.14
paemetmo,1,170,colombia,68.2,NA,NA,NA,NA,72.9
pcrparin,1,17,caldas,97.47,97.94,97.54,98.34,97.97,100
pcrparin,1,52,narino,74.22,64.57,77.23,71.82,87.63,95.74
pcrparin,1,52,narino,89.55,88.89,93.89,95.83,98.57,96.49
pcrparin,1,94,guainia,84.07,82.76,87.85,85.2,83.98,88.72
pbepredc,1,86,putumayo,NA,NA,NA,NA,NA,9.8
pbepredg,1,95,guaviare,NA,NA,NA,NA,NA,4.7
pcrparin,1,18,caqueta,98.92,99.42,99.74,98.57,99.11,99.4
ctrmormt,17,70,sucre,8,10,15,7,12,9
pcrparin,1,94,guainia,33.33,NA,100,100,50,100
pcrparin,1,76,valle del cauca,99.86,99.35,100,99.69,99.84,99.6
ttdiesti,20,25,cundinamarca,19.7,19.7,19.7,19.7,19.7,19.7
ttdiesti,20,19,cauca,28.84,28.84,28.84,28.84,28.84,28.84
ttdiesti,20,52,narino,16.6,16.23,15.86,15.5,15.13,14.76
ttdiesti,20,5,antioquia,18.79,18.58,18.37,18.16,17.95,17.74
pbretaia,1,18,caqueta,NA,NA,NA,NA,NA,100
pcrparin,1,5,antioquia,98.36,97.74,98.31,98.71,99.43,98.55
pgeembar,1,52,narino,13.1,NA,NA,NA,NA,21.8
pcrparin,1,73,tolima,98.68,99.03,98.45,98.8,99.04,99.36
pcrparin,1,50,meta,100,100,96.35,99.38,99.43,99.34
pcrparin,1,25,cundinamarca,100,100,99.65,99.28,98.99,99.65
pcrparin,1,23,cordoba,NA,NA,NA,100,100,100
pcrparin,1,76,valle del cauca,94.4,98.88,99.38,99.31,99.11,98.69
ttdiesti,20,5,antioquia,14.65,14.49,14.32,14.16,14,13.84
pcrparin,1,68,santander,98.51,97.87,97.26,100,97.83,100
ttdiesti,20,25,cundinamarca,22.2,21.7,21.19,20.69,20.18,19.68
ctrmormt,17,47,magdalena,23,18,29,27,22,27
ttdiesti,20,17,caldas,23.2,22.5,21.81,21.11,20.42,19.72
pcrparin,1,76,valle del cauca,94.82,96.03,98.89,99.74,99.88,97.34
ttdiesti,20,5,antioquia,15.97,15.79,15.61,15.43,15.26,15.08
pcrparin,1,15,boyaca,91.8,93.1,93.62,96.33,95.45,94.17
pcrparin,1,20,cesar,71.19,76.13,81.09,78.42,84.53,85.27
pcrparin,1,27,choco,100,91.67,85,87.1,97.56,93.33
pcrparin,1,44,la guajira,99.47,99.8,99.66,99.59,99.4,99.71
ttdiesti,20,73,tolima,18.8,18.79,18.79,18.79,18.79,18.79
ttdiesti,20,15,boyaca,32.49,32.49,32.49,32.49,32.49,32.49
pbehtaco,1,NA,NA,NA,NA,5.36,NA,NA,NA
pcrparin,1,20,cesar,96.08,97.84,98.17,99.34,99.31,97.92
ttdiesti,20,5,antioquia,17.66,17.26,16.87,16.48,16.09,15.69
pcrparin,1,27,choco,93.75,80,79.17,94.44,100,89.8
ttdiesti,20,15,boyaca,23.34,22.41,21.47,20.54,19.61,18.67
pcrparin,1,41,huila,77.63,86.04,97.23,94.59,94.98,94.81
ttdiesti,20,19,cauca,31.58,30.88,30.18,29.48,28.78,28.08
pcrparin,1,5,antioquia,95.17,94.81,97.28,96.43,97.46,100
rtrmorpu,4,76,valle del cauca,88.29,66.76,64.48,44.72,56.53,54.98
pcrparin,1,18,caqueta,93.55,97.35,93.02,96.92,96.21,97.46
pcrparin,1,66,risaralda,96.9,99.07,97.52,97.32,100,98.81
rtrmorpu,4,91,amazonas,157.98,0,152.67,285.31,391.85,0
ttdiesti,20,50,meta,27.45,26.84,26.23,25.62,25.01,24.4
pbehtaco,1,18,caqueta,NA,NA,7.4,NA,NA,NA
pcrparin,1,15,boyaca,89.09,93.33,95.65,90.91,95.35,100
ttdiesti,20,70,sucre,19.87,19.43,18.99,18.55,18.1,17.66
ttdiesti,20,5,antioquia,20.11,19.88,19.66,19.44,19.21,18.99
pcrparin,1,52,narino,89,97.74,100,95.56,96.43,100
pcrparin,1,41,huila,88,91.78,88.82,91.36,95.29,97.59
pcrparin,1,15,boyaca,80.46,88.89,86.32,80.65,71.74,88.43
pcrparin,1,50,meta,92.54,92.83,95.4,97.6,99.49,99.47
ttdiesti,20,50,meta,24.08,23.54,23.01,22.47,21.94,21.4
ttdiesti,20,8,atlantico,29.86,29.86,29.86,29.86,29.86,29.86
ttdiesti,20,50,meta,24.32,23.78,23.24,22.7,22.16,21.62
pcrparin,1,50,meta,91.16,91.41,94.21,97.8,96.46,97.96
ttdiesti,20,70,sucre,29.36,29.11,28.85,28.6,28.35,28.09
pcrparin,1,19,cauca,80.49,100,93.15,90.8,93.33,100
ttdiesti,20,54,n.santander,13.72,13.42,13.11,12.81,12.5,12.2
ttdiesti,20,27,choco,44.14,42.37,40.61,38.84,37.08,35.31
pcrparin,1,41,huila,92.21,98.44,97.8,98.75,99.18,98.8
pcrparin,1,17,caldas,99.21,96.18,99.44,97.89,97.98,99.13
ttdiesti,20,68,santander,17.96,17.63,17.3,16.97,16.65,16.32
pcrparin,1,8,atlantico,97.32,98.4,100,100,99.64,99.68
ttdiesti,20,94,guainia,43.83,42.83,41.84,40.84,39.85,38.85
pbretaia,1,76,valle del cauca,NA,NA,NA,NA,NA,62.5
pcrperca,1,11,bogota,99.60792333,99.69451711,99.67072713,99.69980441,99.73574901,99.81432409
ttdiesti,20,50,meta,29.09319246,28.56392623,28.02881258,27.48849316,26.94189495,26.38973853
pbrmivih,1,41,huila,NA,NA,NA,5.9,9.1,NA
pcrparin,1,5,antioquia,97.02,96.42,97.26,97.53,97.86,98.04
ttdiesti,20,25,cundinamarca,19.6,19.39,19.17,18.95,18.73,18.52
pcrparin,1,68,santander,98.71,100,99.3,99.3,100,100
pcrrncpn,1,50,meta,79.44,78.95,80.93,79.3,79.93,79.93
pcrparin,1,8,atlantico,95.35,98.96,99.49,99.76,100,99.17
ttdiesti,20,13,bolivar,32.26,31.54,30.82,30.11,29.39,28.67
pcrparin,1,68,santander,95.32,99.08,97.56,98.77,98.55,99.31
ttdiesti,20,15,boyaca,16.3,15.65,15,14.35,13.69,13.04
pcrparin,1,25,cundinamarca,95.26,99.25,99.56,99.78,100,99.35
pcrparin,1,5,antioquia,97.87,98.89,100,100,97.14,98.91
ttdiesti,20,5,antioquia,16.44,16.25,16.07,15.89,15.71,15.52
ttdiesti,20,15,boyaca,20.79,20.39,19.99,19.59,19.19,18.79
ttdiesti,20,13,bolivar,30.39,29.71,29.04,28.36,27.69,27.01
ctrmormt,17,81,arauca,3,2,5,4,2,5
ttdiesti,20,68,santander,17.46,16.94,16.42,15.89,15.37,14.84
pcrparin,1,85,casanare,100,88.24,80.56,94.44,100,100
pcrparin,1,5,antioquia,99.48,99.79,100,100,99.67,100
pcrparin,1,50,meta,94.16,96.32,92.75,96.25,95.88,98.06
pcrparin,1,50,meta,91.07,93.15,95.71,95.71,90,88.3
ttdiesti,20,5,antioquia,16.59,16.41,16.23,16.04,15.86,15.67
pcrparin,1,73,tolima,79.8,81.28,85.02,90.29,92.1,98.18
pbretaia,1,70,sucre,NA,NA,NA,NA,NA,63.15789474
ttdnesti,20,15,boyaca,31.57800732,29.47773861,27.37746989,25.27720117,23.17693245,21.07666374
pcrparin,1,25,cundinamarca,98.21,100,97.78,97.96,97.14,100
caelacex,5,52,narino,NA,NA,NA,NA,NA,3.8
pcrparin,1,52,narino,94.12,96.17,95.63,95.76,91.53,100
pcrparin,1,5,antioquia,100,100,98.51,100,95,100
pbepredg,1,99,vichada,NA,NA,NA,NA,NA,5.5
ttdiesti,20,15,boyaca,26.21,25.16,24.11,23.06,22.02,20.97
pcrparin,1,68,santander,99.73,88.36,98.55,97.76,97.29,97.82
pcrperca,1,8,atlantico,98.56242615,99.00919331,99.41330825,99.59692991,99.77186693,99.84942326
pcrparin,1,5,antioquia,99.18,99.63,99.77,99.61,99.85,99.86
pcrparin,1,5,antioquia,95.63,98.36,97.2,96.62,99.29,98.2
ttdiesti,20,68,santander,24.14,23.41,22.69,21.96,21.24,20.52
pcrparin,1,19,cauca,99.56,99.38,99.56,99.57,99.78,100
ttdiesti,20,50,meta,32.58,32.35,32.13,31.9,31.68,31.45
ptrldeng,1,170,colombia,NA,NA,0.43,0.52,0.71,2.26
pcrparin,1,19,cauca,77.6,81.43,86.59,93.04,93.54,97.64
ttdiesti,20,50,meta,29.61,28.96,28.3,27.64,26.98,26.32
ttdiesti,20,15,boyaca,15.94,15.3,14.66,14.03,13.39,12.75
ttdiesti,20,5,antioquia,18.63,18.42,18.22,18.01,17.8,17.59
pcrparin,1,15,boyaca,92.98,100,100,100,94.74,97.96
pcrparin,1,13,bolivar,92.17,91.51,91.55,97.24,99.21,99.5
ttdiesti,20,5,antioquia,36.23,35.43,34.62,33.82,33.01,32.21
pbretaia,1,170,colombia,NA,NA,NA,NA,NA,64.82084691
ttdiesti,20,25,cundinamarca,14.16,14.01,13.85,13.69,13.53,13.38
pcrparin,1,50,meta,93.55,89.27,91.98,92.08,93.01,92.81
ttdiesti,20,15,boyaca,31.8,30.53,29.26,27.98,26.71,25.44
pcrparin,1,73,tolima,94.67,95.58,92.67,98.38,97.28,98.68
ttdiesti,20,27,choco,56.44,54.19,51.93,49.67,47.41,45.15
pcrparin,1,25,cundinamarca,98.96,99.46,99.52,99.22,99.52,99.58
ttdiesti,20,15,boyaca,35.5,34.7,33.9,33.1,32.3,31.5
ttdiesti,20,27,choco,60.9,60.9,60.9,60.9,60.9,60.9
pcrparin,1,63,quindio,99.36,98.85,100,98.82,99.74,99.73
ttdiesti,20,25,cundinamarca,14.23,14.07,13.92,13.76,13.6,13.44
pcrparin,1,19,cauca,95.4,97.63,95.99,97.97,97.24,98.97
pcrparin,1,25,cundinamarca,100,100,99.32,99.31,97.42,97.3
pcrparin,1,25,cundinamarca,99.87,99.34,99.52,100,100,100
pcrparin,1,15,boyaca,98.96,97.24,98.37,98.56,99.08,99.3
pcrparin,1,20,cesar,84.01,97.33,98.21,97.99,97.55,97.94
pbepredg,1,85,casanare,NA,NA,NA,NA,NA,2.5
pcrparin,1,27,choco,88.57,89.58,93.18,96.43,90,94.12
pcrparin,1,27,choco,100,100,97,87.23,97.06,93.02
caelacex,5,70,sucre,NA,NA,NA,NA,NA,0.5
pcrparin,1,8,atlantico,100,99.31,99.29,100,100,97.1
pcrparin,1,19,cauca,73.19,81.73,92.11,94.92,97.38,95.83
pcrparin,1,23,cordoba,NA,NA,NA,99.25,100,98.42
pcrparin,1,13,bolivar,92.39,96.27,98.3,98.79,99.13,99.8
ttdiesti,20,20,cesar,35.48,34.69,33.9,33.11,32.32,31.53
pcrparin,1,47,magdalena,85.14,87.5,90,97.86,96.77,100
ttdiesti,20,76,valle del cauca,17.39,16.97,16.56,16.14,15.72,15.31
pcrrncpn,1,86,putumayo,73.56,74.59,75.34,74.88,73.76,74.28
ttdiesti,20,5,antioquia,22.32,21.82,21.33,20.83,20.34,19.84
ttdiesti,20,23,cordoba,40.77,40.39,40.01,39.63,39.24,38.86
pcrparin,1,52,narino,93.52,95.98,99.02,97.6,98.82,99.39
ttdiesti,20,15,boyaca,19.07,18.31,17.55,16.78,16.02,15.26
pbrmivih,1,63,quindio,NA,NA,NA,NA,0,0
ttdiesti,20,70,sucre,33.69,33.69,33.69,33.69,33.69,33.69
pcrparin,1,13,bolivar,92.48,87.28,87.53,98.3,92.41,94.4
pbehtaco,1,54,n.santander,NA,NA,6.6,NA,NA,NA
ttdiesti,20,54,n.santander,21.21,21.1,20.99,20.87,20.76,20.65
pcrparin,1,41,huila,84.48,96.49,91.08,94.76,92.55,95.38
ttdiesti,20,66,risaralda,24.14,23.18,22.21,21.25,20.28,19.31
pcrparin,1,19,cauca,92.09,89.9,90.46,90.53,97.18,98.58
pbrmivih,1,99,vichada,NA,NA,NA,NA,NA,NA
pcrparin,1,19,cauca,97.17,97.31,99.35,98.46,99.32,99.81
ttdiesti,20,15,boyaca,20.64,19.82,18.99,18.17,17.34,16.52
ptrldeng,1,94,guainia,NA,NA,0,0,0,NA
ttdiesti,20,11,bogota,14.25225994,14.08118725,13.91020132,13.73913539,13.5681534,13.39709367
ttdiesti,20,25,cundinamarca,19.38,18.95,18.52,18.09,17.66,17.23
pcrparin,1,25,cundinamarca,99.03,98.41,98.92,99.53,98.83,100
ttdiesti,20,23,cordoba,28.6,27.96,27.33,26.69,26.06,25.42
pcrparin,1,47,magdalena,99.51,99.58,99.56,99.45,99.59,99.84
pcrparin,1,5,antioquia,97.69,97.97,98.56,97.55,98.66,97.73
pcrparin,1,54,n.santander,96.23,100,100,97.62,100,100
ttdiesti,20,20,cesar,22.38,21.88,21.38,20.89,20.39,19.89
pcrparin,1,19,cauca,93.65,91.6,90.16,88.3,89.51,89.8
ttdiesti,20,17,caldas,25.86,25.09,24.31,23.54,22.76,21.98
ctrmormt,17,27,choco,13,12,11,11,6,10
ttdiesti,20,44,la guajira,32.21,31.04,29.86,28.69,27.52,26.34
pcrparin,1,20,cesar,92.07,91.24,94.23,95.43,94.98,92.24
pcrparin,1,5,antioquia,96.34,94.83,96.23,96.2,97.66,95.65
ttdiesti,20,20,cesar,27.23,26.63,26.02,25.42,24.81,24.21
ttdiesti,20,54,n.santander,12.69,12.55,12.4,12.26,12.12,11.98
ttdiesti,20,15,boyaca,19.18,18.41,17.65,16.88,16.11,15.35
pbepredg,1,8,atlantico,NA,NA,NA,NA,NA,3.4
ttdiesti,20,25,cundinamarca,15.71,15.36,15.01,14.66,14.31,13.96
cgrnacim,17,68,santander,12942,13081,13379,12981,12291,11822
ttdiesti,20,8,atlantico,20.81,20.58,20.35,20.12,19.88,19.65
pcrrncpn,1,85,casanare,78.27,79.12,80.17,80.14,76.48,75.76
pcrparin,1,68,santander,97.58,98.67,98.61,98.95,99.62,99.48
pcrparin,1,5,antioquia,85.29,85.26,86.67,90.32,93.33,90.98
pcrparin,1,25,cundinamarca,93.48,100,97.83,100,100,100
ttdiesti,20,8,atlantico,33.19,33.19,33.19,33.19,33.19,33.19
pcrparin,1,50,meta,74.55,89.12,99.39,96.69,96.4,99.3
ctrmormt,17,66,risaralda,9,6,7,12,6,7
pcrparin,1,19,cauca,94.33,91.11,96.69,100,95.24,98.96
pbehtaco,1,NA,NA,NA,NA,7.31,NA,NA,NA
pbepredc,1,27,choco,NA,NA,NA,NA,NA,15.7
pcrparin,1,20,cesar,82.14,89.25,97.12,99.24,99.51,99.31
pcrrncpn,1,68,santander,84.8,85.56,86.74,88.47,89.38,90.09
rtrmorpu,4,85,casanare,50.53,49.43,31.45,62.49,74.89,77.29
ttdiesti,20,25,cundinamarca,18.34,18.14,17.93,17.73,17.52,17.32
ttdiesti,20,15,boyaca,25.09,24.34,23.59,22.84,22.08,21.33
pcrparin,1,20,cesar,91.96,94.02,96.44,96.35,98.22,97.22
pcrparin,1,50,meta,85.71,88.38,90,97.75,98.91,97.55
pcrparin,1,25,cundinamarca,96.63,97.4,93.44,96.92,98.39,100
pcrparin,1,23,cordoba,97.17,99.32,97.92,98.5,98.35,98.89
ttdiesti,20,25,cundinamarca,22.87,22.35,21.82,21.3,20.77,20.25
pbepredc,1,44,la guajira,24.7,NA,NA,NA,NA,27.9
ttdiesti,20,15,boyaca,28.52,27.38,26.24,25.09,23.95,22.81
pcrparin,1,66,risaralda,95.82,97.51,97.33,97.6,98.02,96.73
ttdiesti,20,68,santander,20.42,20.33,20.24,20.15,20.06,19.97
pbehtaco,1,NA,NA,NA,NA,12.99,NA,NA,NA
ptrldeng,1,86,putumayo,NA,NA,6.25,1.35,7.41,6
ptrldeng,1,5,antioquia,NA,NA,0,0.56,2.2,4
pcrparin,1,19,cauca,89.09,87.11,93.27,91.09,94.66,93.93
ttdiesti,20,17,caldas,17.19,16.67,16.16,15.64,15.12,14.61
pgeembar,1,76,valle del cauca,19.6,NA,NA,NA,NA,18.3
pcrparin,1,25,cundinamarca,100,100,100,92.31,88,100
pbretaia,1,41,huila,NA,NA,NA,NA,NA,52.17391304
ptrldeng,1,13,bolivar,NA,NA,0.45,1.55,0,5
pcrparin,1,27,choco,66.67,78.72,71.08,84.31,96.51,96.77
ptrldeng,1,20,cesar,NA,NA,14.28,0,1.79,7
ttdiesti,20,66,risaralda,16.05656131,15.7174628,15.37939029,15.04112336,14.70267935,14.36526171
ttdiesti,20,91,amazonas,47.0984846,47.05749317,47.00956938,46.97072303,46.93320476,46.89552399
ttdiesti,20,15,boyaca,20.48,19.67,18.85,18.03,17.21,16.39
ttdiesti,20,15,boyaca,16.63,15.96,15.3,14.63,13.97,13.3
pcrparin,1,63,quindio,98.7,98.1,97.89,98.98,98.55,98.83
pcrparin,1,15,boyaca,91.18,100,100,100,100,100
pcrparin,1,54,n.santander,96.3,94.03,96.43,96.61,100,97.83
pcrparin,1,8,atlantico,68.5,68.06,69.97,87.75,98.63,99.07
cgrnacim,17,99,vichada,559,573,530,713,618,631
pcrparin,1,76,valle del cauca,95.6,97.38,98.89,98.92,99.71,99.75
ttdiesti,20,15,boyaca,19.99,19.39,18.79,18.19,17.59,16.99
ttdiesti,20,5,antioquia,20.64,20.41,20.18,19.95,19.72,19.49
ttdiesti,20,27,choco,33.22,31.93,30.65,29.36,28.08,26.79
ttdiesti,20,68,santander,39.21,39.21,39.21,39.21,39.21,39.21
ttdiesti,20,25,cundinamarca,15.08,14.75,14.41,14.08,13.74,13.41
ttdiesti,20,70,sucre,20.53,20.3,20.08,19.85,19.62,19.39
pbepredg,1,88,san andres,NA,NA,NA,NA,NA,1.1
pcrparin,1,5,antioquia,93.96,98.29,95.28,98.47,97.14,98.11
pcrparin,1,44,la guajira,82.75,88.17,91.85,87.31,98.97,99.41
pcrparin,1,15,boyaca,90.2,95.83,96.97,91.43,97.3,100
pcrparin,1,85,casanare,93.61,95.1,94.4,96.51,95.81,95.69
pcrparin,1,73,tolima,95.63,96.98,99.18,100,99.27,99.72
ttdiesti,20,68,santander,13.2,12.68,12.15,11.62,11.09,10.56
pbretaia,1,85,casanare,NA,NA,NA,NA,NA,100
pcrparin,1,91,amazonas,83.78,67.74,75,72.97,87.8,54
ttdiesti,20,52,narino,18.25,17.84,17.44,17.03,16.63,16.22
